Total covered,858
Unique covered,199

Round:,69
Attended,10
Total covered,1083
Unique covered,200

Round:,70
Attended,10
Total covered,1040
Unique covered,199

Round:,71
Attended,10
Total covered,1070
Unique covered,200

Round:,72
Attended,10
Total covered,1104
Unique covered,200

Round:,73
Attended,10
Total covered,1053
Unique covered,200

Round:,74
Attended,10
Total covered,1070
Unique covered,200

Round:,75
Attended,9
Total covered,972
Unique covered,200

Round:,76
Attended,9
Total covered,952
Unique covered,198

Round:,77
Attended,9
Total covered,989
Unique covered,200

Round:,78
Attended,9
Total covered,958
Unique covered,200

Round:,79
Attended,9
Total covered,963
Unique covered,200

Round:,80
Attended,8
Total covered,847
Unique covered,200

Round:,81
Attended,10
Total covered,1048
Unique covered,200

Round:,82
Attended,10
Total covered,1059
Unique covered,200

Round:,83
Attended,10
Total covered,1041
Unique covered,200

Round:,84
Attended,7
Total covered,738
Unique covered,200

Round:,85
Attended,9
Total covered,970
Unique covered,200

Round:,86
Attended,9
Total covered,952
Unique covered,199

Round:,87
Attended,9
Total covered,933
Unique covered,200

Round:,88
Attended,8
Total covered,847
Unique covered,200

Round:,89
Attended,9
Total covered,932
Unique covered,200

Round:,90
Attended,10
Total covered,1051
Unique covered,200

Round:,91
Attended,10
Total covered,1039
Unique covered,200

Round:,92
Attended,9
Total covered,937
Unique covered,200

Round:,93
Attended,9
Total covered,960
Unique covered,200

Round:,94
Attended,9
Total covered,944
Unique covered,200

Round:,95
Attended,8
Total covered,880
Unique covered,200

Round:,96
Attended,9
Total covered,966
Unique covered,200

Round:,97
Attended,9
Total covered,984
Unique covered,199

Round:,98
Attended,9
Total covered,978
Unique covered,200

Round:,99
Attended,10
Total covered,1065
Unique covered,200

